ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,conn_state,label,scenario,ML_label
1540483324.998282,192.168.1.132,60602,52.215.95.120,80,tcp,http,0.094447,1847.0,1539.0,7,7,SF,,Benign1,0
1540483325.095726,192.168.1.132,57006,52.209.221.67,80,tcp,http,0.113685,1847.0,791.0,6,6,SF,,Benign1,0
1540483327.011386,192.168.1.132,60787,130.211.67.12,80,tcp,http,0.210379,1595.0,177.0,8,7,SF,,Benign1,0
1540483324.79241,192.168.1.132,43664,192.168.1.1,53,udp,dns,0.200631,37.0,179.0,1,1,SF,,Benign1,0
1540483324.993536,192.168.1.132,56163,192.168.1.1,53,udp,dns,0.004,37.0,442.0,1,1,SF,,Benign1,0
1540483325.093728,192.168.1.132,37627,192.168.1.1,53,udp,dns,0.0005,37.0,100.0,1,1,SF,,Benign1,0
1540483325.094727,192.168.1.132,33707,192.168.1.1,53,udp,dns,0.00075,37.0,132.0,1,1,SF,,Benign1,0
1540483326.813508,192.168.1.132,60441,192.168.1.1,53,udp,dns,0.197378,41.0,124.0,1,1,SF,,Benign1,0
1540483335.594244,192.168.1.132,53606,2.16.60.82,443,tcp,-,0.003497,0.0,0.0,4,2,SF,,Benign1,0
1540483335.554268,192.168.1.132,47242,192.168.1.1,53,udp,dns,0.039479,34.0,297.0,1,1,SF,,Benign1,0
1540483717.755425,192.168.1.132,53489,216.239.35.12,123,udp,-,0.272087,48.0,48.0,1,1,SF,,Benign1,0
1540484235.635954,192.168.1.132,53607,2.16.60.82,443,tcp,-,0.003497,0.0,0.0,5,3,SF,,Benign1,0
1540484235.596728,192.168.1.132,42648,192.168.1.1,53,udp,dns,0.038729,34.0,297.0,1,1,SF,,Benign1,0
1540484958.127107,192.168.1.132,50380,216.239.35.0,123,udp,-,0.109672,48.0,48.0,1,1,SF,,Benign1,0
1540485135.742827,192.168.1.132,53608,2.16.60.82,443,tcp,-,0.003496,0.0,0.0,5,3,SF,,Benign1,0
1540485135.637638,192.168.1.132,45769,192.168.1.1,53,udp,dns,0.104447,34.0,297.0,1,1,SF,,Benign1,0
1540485255.336405,192.168.1.132,45150,216.239.35.8,123,udp,-,0.016983,48.0,48.0,1,1,SF,,Benign1,0
1540485292.390032,192.168.1.132,51218,216.239.35.4,123,udp,-,0.116177,48.0,48.0,1,1,SF,,Benign1,0
1540485837.604468,192.168.1.132,35257,216.239.35.12,123,udp,-,0.270104,48.0,48.0,1,1,SF,,Benign1,0
1540486035.853935,192.168.1.132,53609,2.16.60.82,443,tcp,-,0.003248,0.0,0.0,5,3,SF,,Benign1,0
1540486035.746003,192.168.1.132,54613,192.168.1.1,53,udp,dns,0.107436,34.0,311.0,1,1,SF,,Benign1,0
1540486924.852768,192.168.1.132,57012,52.209.221.67,80,tcp,http,0.089197,1847.0,1539.0,7,7,SF,,Benign1,0
1540486924.944965,192.168.1.132,60610,52.215.95.120,80,tcp,http,0.109936,1847.0,791.0,6,6,SF,,Benign1,0
1540486924.791074,192.168.1.132,34147,192.168.1.1,53,udp,dns,0.055701,37.0,179.0,1,1,SF,,Benign1,0
1540486924.84727,192.168.1.132,49089,192.168.1.1,53,udp,dns,0.004751,37.0,442.0,1,1,SF,,Benign1,0
1540486924.942967,192.168.1.132,53949,192.168.1.1,53,udp,dns,0.000498,37.0,100.0,1,1,SF,,Benign1,0
1540486924.943965,192.168.1.132,35538,192.168.1.1,53,udp,dns,0.0005,37.0,132.0,1,1,SF,,Benign1,0
1540486935.979179,192.168.1.132,56619,2.16.60.139,443,tcp,-,0.003497,0.0,0.0,4,2,SF,,Benign1,0
1540486935.857266,192.168.1.132,51998,192.168.1.1,53,udp,dns,0.121426,34.0,297.0,1,1,SF,,Benign1,0
1540487125.974934,192.168.1.132,33185,216.239.35.0,123,udp,-,0.109928,48.0,48.0,1,1,SF,,Benign1,0
1540487336.184154,192.168.1.132,35056,216.239.35.8,123,udp,-,0.016972,48.0,48.0,1,1,SF,,Benign1,0
1540487463.301452,192.168.1.132,39474,216.239.35.4,123,udp,-,0.114174,48.0,48.0,1,1,SF,,Benign1,0
1540487836.017758,192.168.1.132,56620,2.16.60.139,443,tcp,-,0.004245,0.0,0.0,4,2,SF,,Benign1,0
1540487835.982788,192.168.1.132,41437,192.168.1.1,53,udp,dns,0.034488,34.0,297.0,1,1,SF,,Benign1,0
1540487907.515523,192.168.1.132,35296,216.239.35.12,123,udp,-,0.269845,48.0,48.0,1,1,SF,,Benign1,0
1540488736.141826,192.168.1.132,53614,2.16.60.82,443,tcp,-,0.003497,0.0,0.0,5,3,SF,,Benign1,0
1540488736.020914,192.168.1.132,54529,192.168.1.1,53,udp,dns,0.120428,34.0,297.0,1,1,SF,,Benign1,0
1540489209.887181,192.168.1.132,41959,216.239.35.0,123,udp,-,0.109433,48.0,48.0,1,1,SF,,Benign1,0
1540489443.097729,192.168.1.132,47864,216.239.35.8,123,udp,-,0.016987,48.0,48.0,1,1,SF,,Benign1,0
1540489636.347724,192.168.1.132,53615,2.16.60.82,443,tcp,-,0.003496,0.0,0.0,4,2,SF,,Benign1,0
1540489636.146094,192.168.1.132,42329,192.168.1.1,53,udp,dns,0.201136,34.0,297.0,1,1,SF,,Benign1,0
1540489596.215077,192.168.1.132,51766,216.239.35.4,123,udp,-,0.11468,48.0,48.0,1,1,SF,,Benign1,0
1540490044.429854,192.168.1.132,36828,216.239.35.12,123,udp,-,0.269593,48.0,48.0,1,1,SF,,Benign1,0
1540490524.903913,192.168.1.132,57018,52.209.221.67,80,tcp,http,0.088448,1847.0,1539.0,7,7,SF,,Benign1,0
1540490524.995609,192.168.1.132,60616,52.215.95.120,80,tcp,http,0.117684,1847.0,791.0,6,6,SF,,Benign1,0
1540490524.793988,192.168.1.132,57901,192.168.1.1,53,udp,dns,0.104681,37.0,179.0,1,1,SF,,Benign1,0
1540490524.899415,192.168.1.132,48314,192.168.1.1,53,udp,dns,0.004001,37.0,442.0,1,1,SF,,Benign1,0
1540490524.993612,192.168.1.132,53697,192.168.1.1,53,udp,dns,0.000499,37.0,100.0,1,1,SF,,Benign1,0
1540490524.994611,192.168.1.132,39510,192.168.1.1,53,udp,dns,0.0005,37.0,132.0,1,1,SF,,Benign1,0
1540490536.458332,192.168.1.132,56625,2.16.60.139,443,tcp,-,0.003497,0.0,0.0,4,2,SF,,Benign1,0
1540490536.350648,192.168.1.132,45663,192.168.1.1,53,udp,dns,0.107187,34.0,297.0,1,1,SF,,Benign1,0
1540491436.497405,192.168.1.132,56626,2.16.60.139,443,tcp,-,0.003499,0.0,0.0,5,3,SF,,Benign1,0
1540491382.794088,192.168.1.132,58235,216.239.35.0,123,udp,-,0.111674,48.0,48.0,1,1,SF,,Benign1,0
1540491436.460685,192.168.1.132,50794,192.168.1.1,53,udp,dns,0.036223,34.0,297.0,1,1,SF,,Benign1,0
1540491498.006042,192.168.1.132,38244,216.239.35.8,123,udp,-,0.016984,48.0,48.0,1,1,SF,,Benign1,0
1540491670.122798,192.168.1.132,44717,216.239.35.4,123,udp,-,0.114192,48.0,48.0,1,1,SF,,Benign1,0
1540492115.335041,192.168.1.132,34847,216.239.35.12,123,udp,-,0.270346,48.0,48.0,1,1,SF,,Benign1,0
1540492336.607562,192.168.1.132,56627,2.16.60.139,443,tcp,-,0.003748,0.0,0.0,4,2,SF,,Benign1,0
1540492336.50013,192.168.1.132,53880,192.168.1.1,53,udp,dns,0.106937,34.0,297.0,1,1,SF,,Benign1,0
1540493236.807231,192.168.1.132,56628,2.16.60.139,443,tcp,-,0.003747,0.0,0.0,4,2,SF,,Benign1,0
1540493236.610852,192.168.1.132,41079,192.168.1.1,53,udp,dns,0.19589,34.0,297.0,1,1,SF,,Benign1,0
1540494124.922315,192.168.1.132,57024,52.209.221.67,80,tcp,http,0.089698,1847.0,1539.0,7,7,SF,,Benign1,0
1540494125.015012,192.168.1.132,60622,52.215.95.120,80,tcp,http,0.110187,1847.0,791.0,7,6,SF,,Benign1,0
1540494124.793403,192.168.1.132,50618,192.168.1.1,53,udp,dns,0.123928,37.0,179.0,1,1,SF,,Benign1,0
1540494124.917818,192.168.1.132,36405,192.168.1.1,53,udp,dns,0.004001,37.0,442.0,1,1,SF,,Benign1,0
1540494125.013015,192.168.1.132,41441,192.168.1.1,53,udp,dns,0.000498,37.0,100.0,1,1,SF,,Benign1,0
1540494125.014013,192.168.1.132,53363,192.168.1.1,53,udp,dns,0.0005,37.0,132.0,1,1,SF,,Benign1,0
1540494137.013174,192.168.1.132,53624,2.16.60.82,443,tcp,-,0.003502,0.0,0.0,4,3,SF,,Benign1,0
1540494136.809802,192.168.1.132,51795,192.168.1.1,53,udp,dns,0.202885,34.0,297.0,1,1,SF,,Benign1,0
1540495037.065967,192.168.1.132,53625,2.16.60.82,443,tcp,-,0.003248,0.0,0.0,4,2,SF,,Benign1,0
1540495037.016265,192.168.1.132,55342,192.168.1.1,53,udp,dns,0.049207,34.0,297.0,1,1,SF,,Benign1,0
1540495592.708382,192.168.1.132,55750,216.239.35.0,123,udp,-,0.10919,48.0,48.0,1,1,SF,,Benign1,0
1540495731.916034,192.168.1.132,58381,216.239.35.8,123,udp,-,0.017487,48.0,48.0,1,1,SF,,Benign1,0
1540495937.186049,192.168.1.132,53626,2.16.60.82,443,tcp,-,0.003497,0.0,0.0,5,3,SF,,Benign1,0
1540495937.068377,192.168.1.132,54946,192.168.1.1,53,udp,dns,0.117194,34.0,297.0,1,1,SF,,Benign1,0
1540495928.034032,192.168.1.132,38620,216.239.35.4,123,udp,-,0.114179,48.0,48.0,1,1,SF,,Benign1,0
1540496407.247167,192.168.1.132,42028,216.239.35.12,123,udp,-,0.269345,48.0,48.0,1,1,SF,,Benign1,0
1540496837.244573,192.168.1.132,56634,2.16.60.139,443,tcp,-,0.003246,0.0,0.0,4,2,SF,,Benign1,0
1540496837.188614,192.168.1.132,51254,192.168.1.1,53,udp,dns,0.055462,34.0,297.0,1,1,SF,,Benign1,0
1540497724.871129,192.168.1.132,60627,52.215.95.120,80,tcp,http,0.093956,1847.0,1539.0,7,5,SF,,Benign1,0
1540497724.968073,192.168.1.132,57031,52.209.221.67,80,tcp,http,0.114934,1847.0,791.0,6,6,SF,,Benign1,0
1540497724.795178,192.168.1.132,58803,192.168.1.1,53,udp,dns,0.071206,37.0,179.0,1,1,SF,,Benign1,0
1540497724.866881,192.168.1.132,57214,192.168.1.1,53,udp,dns,0.003751,37.0,442.0,1,1,SF,,Benign1,0
1540497724.966075,192.168.1.132,46909,192.168.1.1,53,udp,dns,0.000499,37.0,100.0,1,1,SF,,Benign1,0
1540497724.967074,192.168.1.132,40893,192.168.1.1,53,udp,dns,0.000749,37.0,132.0,1,1,SF,,Benign1,0
1540497737.379759,192.168.1.132,56637,2.16.60.139,443,tcp,-,0.003497,0.0,0.0,5,3,SF,,Benign1,0
1540497737.248344,192.168.1.132,53167,192.168.1.1,53,udp,dns,0.130919,34.0,311.0,1,1,SF,,Benign1,0
1540497701.944687,192.168.1.132,68,192.168.1.1,67,udp,dhcp,0.000994,300.0,300.0,1,1,SF,,Benign1,0
1540498637.42598,192.168.1.132,53631,2.16.60.82,443,tcp,-,0.003497,0.0,0.0,4,2,SF,,Benign1,0
1540498637.383261,192.168.1.132,56283,192.168.1.1,53,udp,dns,0.042223,34.0,311.0,1,1,SF,,Benign1,0
1540499537.484682,192.168.1.132,56639,2.16.60.139,443,tcp,-,0.003496,0.0,0.0,5,3,SF,,Benign1,0
1540499537.428722,192.168.1.132,44611,192.168.1.1,53,udp,dns,0.055463,34.0,311.0,1,1,SF,,Benign1,0
1540499775.616933,192.168.1.132,42834,216.239.35.0,123,udp,-,0.109427,48.0,48.0,1,1,SF,,Benign1,0
1540499962.824698,192.168.1.132,33678,216.239.35.8,123,udp,-,0.01699,48.0,48.0,1,1,SF,,Benign1,0
1540500244.936926,192.168.1.132,54989,216.239.35.4,123,udp,-,0.114186,48.0,48.0,1,1,SF,,Benign1,0
1540500437.593858,192.168.1.132,56640,2.16.60.139,443,tcp,-,0.003497,0.0,0.0,5,3,SF,,Benign1,0
1540500437.487425,192.168.1.132,47854,192.168.1.1,53,udp,dns,0.105937,34.0,311.0,1,1,SF,,Benign1,0
1540500740.151208,192.168.1.132,47662,216.239.35.12,123,udp,-,0.270089,48.0,48.0,1,1,SF,,Benign1,0
1540501325.004914,192.168.1.132,57036,52.209.221.67,80,tcp,http,0.093195,1847.0,1539.0,7,7,SF,,Benign1,0
1540501325.101113,192.168.1.132,60634,52.215.95.120,80,tcp,http,0.109432,1847.0,791.0,6,6,SF,,Benign1,0
1540501324.794306,192.168.1.132,56514,192.168.1.1,53,udp,dns,0.205372,37.0,179.0,1,1,SF,,Benign1,0
1540501325.000416,192.168.1.132,60357,192.168.1.1,53,udp,dns,0.004001,37.0,442.0,1,1,SF,,Benign1,0
1540501325.09911,192.168.1.132,56564,192.168.1.1,53,udp,dns,0.000499,37.0,100.0,1,1,SF,,Benign1,0
1540501325.100108,192.168.1.132,36648,192.168.1.1,53,udp,dns,0.000501,37.0,132.0,1,1,SF,,Benign1,0
1540501337.79385,192.168.1.132,53636,2.16.60.82,443,tcp,-,0.003496,0.0,0.0,4,2,SF,,Benign1,0
1540501337.595476,192.168.1.132,54450,192.168.1.1,53,udp,dns,0.197895,34.0,297.0,1,1,SF,,Benign1,0
1540502237.855061,192.168.1.132,53637,2.16.60.82,443,tcp,-,0.003248,0.0,0.0,4,2,SF,,Benign1,0
1540502237.795608,192.168.1.132,59920,192.168.1.1,53,udp,dns,0.058969,34.0,311.0,1,1,SF,,Benign1,0
1540503138.049506,192.168.1.132,53638,2.16.60.82,443,tcp,-,0.003497,0.0,0.0,5,3,SF,,Benign1,0
1540503137.857636,192.168.1.132,40574,192.168.1.1,53,udp,dns,0.19139,34.0,297.0,1,1,SF,,Benign1,0
1540504038.160202,192.168.1.132,53639,2.16.60.82,443,tcp,-,0.003497,0.0,0.0,5,3,SF,,Benign1,0
1540504038.054265,192.168.1.132,39569,192.168.1.1,53,udp,dns,0.10569,34.0,297.0,1,1,SF,,Benign1,0
1540504082.520712,192.168.1.132,52089,216.239.35.0,123,udp,-,0.109438,48.0,48.0,1,1,SF,,Benign1,0
1540504178.724448,192.168.1.132,35116,216.239.35.8,123,udp,-,0.016967,48.0,48.0,1,1,SF,,Benign1,0
1540504492.83879,192.168.1.132,49306,216.239.35.4,123,udp,-,0.114172,48.0,48.0,1,1,SF,,Benign1,0
1540504925.006577,192.168.1.132,57042,52.209.221.67,80,tcp,http,0.088947,1847.0,1539.0,7,7,SF,,Benign1,0
1540504925.098524,192.168.1.132,60640,52.215.95.120,80,tcp,http,0.105689,1847.0,791.0,6,6,SF,,Benign1,0
1540504924.794704,192.168.1.132,44540,192.168.1.1,53,udp,dns,0.20713,37.0,179.0,1,1,SF,,Benign1,0
1540504925.00233,192.168.1.132,59261,192.168.1.1,53,udp,dns,0.00375,37.0,442.0,1,1,SF,,Benign1,0
1540504925.096525,192.168.1.132,47007,192.168.1.1,53,udp,dns,0.000499,37.0,100.0,1,1,SF,,Benign1,0
1540504925.097524,192.168.1.132,60273,192.168.1.1,53,udp,dns,0.000501,37.0,132.0,1,1,SF,,Benign1,0
1540504938.361218,192.168.1.132,53642,2.16.60.82,443,tcp,-,0.003498,0.0,0.0,4,3,SF,,Benign1,0
1540504938.163091,192.168.1.132,46299,192.168.1.1,53,udp,dns,0.197633,34.0,311.0,1,1,SF,,Benign1,0
1540504901.054732,192.168.1.132,46638,216.239.35.12,123,udp,-,0.269842,48.0,48.0,1,1,SF,,Benign1,0
1540505838.490338,192.168.1.132,56650,2.16.60.139,443,tcp,-,0.011244,0.0,0.0,4,2,SF,,Benign1,0
